did|uuid|url|title|body|citation|lat|lon|thumbnail|service|original
NNN000034|63fe0ef0-33ce-4987-aefb-04427caa7d00|http://special.library.unlv.edu/ark:/62930/d18g8j996|"Ruby Motel pylon sign, Ely, Nevada: photographic print"|"<p>Exterior view of the Ruby Motel in Ely, NV during the day.</p></br>"|"NNN000034. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d18g8j996"|||http://special.library.unlv.edu/sites/default/files/2021-06/535442-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535442-Service%20File.jpg|
NNN000035|96a92ddd-dfa9-4887-8277-5c14f5ec3421|http://special.library.unlv.edu/ark:/62930/d14q7th6j|"Ely Hotel flag mount sign, Gregg's Club flag mount sign, and Rio Club flag mount sign in Ely, Nevada: photographic print"|"<p>Exterior views of Ely Hotel, Gregs Club, and Club Rio in Ely, NV during the day.</p></br>"|"NNN000035. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d14q7th6j"|||http://special.library.unlv.edu/sites/default/files/2021-06/535443-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535443-Service%20File.jpg|
NNN000036|b19272f6-aaaf-4fbe-8995-ead08bffb19d|http://special.library.unlv.edu/ark:/62930/d10z73q4r|"White Pine Motel pylon sign, Ely, Nevada: photographic print"|"<p>Exterior views of White Pine Motel in Ely, NV. Views include day and night.</p><p>1301 E Aultman St, Ely, NV 89301</p></br>"|"NNN000036. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d10z73q4r"|39.249067|-114.884541|http://special.library.unlv.edu/sites/default/files/2021-06/535444-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535445-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535446-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535445-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535446-Service%20File.jpg|
NNN000037|47d5b1e0-b824-4a43-9a6a-b39a1297d3cd|http://special.library.unlv.edu/ark:/62930/d1mp4zf7n|"Nenette's Shoe Shop fascia and flag mount signs, Ely, Nevada: photographic print"|"<p>Exterior views of Nanette's Shoe Shop in Ely, NV. Views include shots during the day and at night in addition to the main sign and the storefront.</p></br>"|"NNN000037. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1mp4zf7n"|||http://special.library.unlv.edu/sites/default/files/2021-06/535447-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535448-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535449-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535450-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535448-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535449-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535450-Service%20File.jpg|
NNN000038|b1403151-5395-43b7-bd6c-a8975ccad017|http://special.library.unlv.edu/ark:/62930/d13r0sm8t|"Deser-est Motel pylon sign, Ely, Nevada: photographic print"|"<p>External views of the Deser-est Motel in Ely, NV. Shots include two during the day, one of the sign and one from a distance, and another of just the sign at night.</p><p>1425 E Aultman St, Ely, NV 89301</p></br>"|"NNN000038. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d13r0sm8t"|39.249614|-114.88271|http://special.library.unlv.edu/sites/default/files/2021-06/535451-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535452-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535453-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535454-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535452-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535453-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535454-Service%20File.jpg|
NNN000039|1647085c-a921-43a5-8953-f60ea7948092|http://special.library.unlv.edu/ark:/62930/d1ks6mx97|"Park Vue Motel flag mounted pylon and marquee sign, Ely, Nevada: photographic print"|"<p>Exterior views of the Park View Motel in Ely, NV during the day and at night.</p><p>930 E Aultman St, Ely, NV 89301</p></br>"|"NNN000039. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1ks6mx97"|39.249095|-114.888444|http://special.library.unlv.edu/sites/default/files/2021-06/535455-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535456-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535457-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535456-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535457-Service%20File.jpg|
NNN000040|7fdf72dd-26f9-471d-8d86-cec4709e62ae|http://special.library.unlv.edu/ark:/62930/d16h4gj1v|"Silver State Motel flag mounted pylon, Ely, Nevada: photographic print"|"<p>Exterior view of the Silver State Motel in Ely, NV. Shots include day and night.</p></br>"|"NNN000040. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d16h4gj1v"|||http://special.library.unlv.edu/sites/default/files/2021-06/535458-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535459-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535460-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535459-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535460-Service%20File.jpg|
NNN000041|3c4d9949-c0b2-4057-8f4a-9c012ee62e52|http://special.library.unlv.edu/ark:/62930/d1t72b85m|"Owl Club flag mount wall sign, Eureka, Nevada: photographic print"|"<p>Exterior view of the Owl Club in Eureka, NV during the day.</p><p>61 N Main St, Eureka, NV 89316</p></br>"|"NNN000041. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1t72b85m"|39.51338|-115.960676|http://special.library.unlv.edu/sites/default/files/2021-06/535461-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535461-Service%20File.jpg|
NNN000042|006dd0c8-2a4b-4db5-b3f3-8bcbd52592a9|http://special.library.unlv.edu/ark:/62930/d1pk09v4s|"Nevada Club flag mount wall sign, Eureka, Nevada: photographic print"|"<p>Exterior view of the Nevada Club in Eureka, NV during the day.</p></br>"|"NNN000042. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1pk09v4s"|||http://special.library.unlv.edu/sites/default/files/2021-06/535462-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535462-Service%20File.jpg|
NNN000043|292cb973-aec9-43b3-bd54-39bd32e3df66|http://special.library.unlv.edu/ark:/62930/d1js9m210|"Austin Pool And Slots flag mounted wall signs, Austin, Nevada: photographic print"|"<p>Exterior views of Austin Pool and Slots in Austin, NV during the day.</p></br>"|"NNN000043. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1js9m210"|||http://special.library.unlv.edu/sites/default/files/2021-06/535463-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535464-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535465-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535464-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535465-Service%20File.jpg|
NNN000044|c847e050-f3cd-495c-8211-e9c6ecc235a0|http://special.library.unlv.edu/ark:/62930/d15h7fm91|"Vance and Arlene Saloon flag mounted wall sign, Austin, Nevada: photographic print"|"<p>Exterior view of Vance and Arlene Saloon in Austin, NV during the day.</p></br>"|"NNN000044. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d15h7fm91"|||http://special.library.unlv.edu/sites/default/files/2021-06/535466-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535466-Service%20File.jpg|
NNN000045|4cdffb7d-7298-446d-9e18-1a751b69c42f|http://special.library.unlv.edu/ark:/62930/d11r6qt3x|"Hawthorne Casino lettering and roof moutned signs, Hawthorne, Nevada: photographic print"|"<p>Exterior view of the Hawthorne Casino in Hawthorne, NV during the day.</p></br>"|"NNN000045. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d11r6qt3x"|||http://special.library.unlv.edu/sites/default/files/2021-06/535467-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535467-Service%20File.jpg|
NNN000046|3e1a14e0-23a8-440c-b2d8-7547a6a601f2|http://special.library.unlv.edu/ark:/62930/d1x06159h|"Monte Carlo Casino lettering and roof mounted sign, Hawthorne, Nevada: photographic print"|"<p>Exterior view of the Monte Carlo Casino in Hawthorne, NV during the day.</p></br>"|"NNN000046. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1x06159h"|||http://special.library.unlv.edu/sites/default/files/2021-06/535468-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535468-Service%20File.jpg|
NNN000047|b0d1bd6a-967f-4ecd-9438-5c8cc04fce19|http://special.library.unlv.edu/ark:/62930/d1sb40r95|"The Nugget Casino lettering and wall mounted signs, Carson City, Nevada: photographic print"|"<p>Exterior views of the Nugget Casino in Carson City, NV at night. Detail shots, including one of the (now defunct) animated signs included.</p><p>The Nugget Casino</p><p>507 N Carson St, Carson City, NV 89701</p></br>"|"NNN000047. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1sb40r95"|39.166952|-119.766164|http://special.library.unlv.edu/sites/default/files/2021-06/535469-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535470-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535471-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535472-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535473-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535474-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535475-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535476-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535477-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535470-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535471-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535472-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535473-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535474-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535475-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535476-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535477-Service%20File.jpg|
NNN000048|542b6424-7f89-4231-aeee-ed6fcd053c6d|http://special.library.unlv.edu/ark:/62930/d1mk6826p|"Penguin Restaurant flag mounted pylon sign, Carson City, Nevada: photographic print"|"<p>Exterior views of Penguin Restaurant in Carson City, NV during the day. </p><p>Penguin</p></br>"|"NNN000048. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1mk6826p"|||http://special.library.unlv.edu/sites/default/files/2021-06/535478-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535479-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535480-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535479-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535480-Service%20File.jpg|
NNN000049|2d82f54e-adea-4591-8c18-da7fa56c86a4|http://special.library.unlv.edu/ark:/62930/d17943n1w|"Cactus Jack's Senator Casinolettering, marquee, and flag mounted wall signs, Carson City, Nevada: photographic print"|"<p>Exterior views of Cactus Jack's in Carson City, NV at night.</p><p>Cactus Jack's</p><p>420 N Carson St, Carson City, NV 89701</p></br>"|"NNN000049. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d17943n1w"|39.166612|-119.767231|http://special.library.unlv.edu/sites/default/files/2021-06/535481-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535482-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535483-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535482-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535483-Service%20File.jpg|
NNN000050|f9518e2d-78ef-4bb2-b80e-98ec93c897e5|http://special.library.unlv.edu/ark:/62930/d1v40ns3m|"Frontier Motel dual pylon and marquee signs, Carson City, Nevada: photographic print"|"<p>Exterior views of the Frontier Motel in Carson City, NV during the day.</p><p>1718 N Carson St, Carson City, NV 89701</p></br>"|"NNN000050. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1v40ns3m"|39.17542|-119.767075|http://special.library.unlv.edu/sites/default/files/2021-06/535484-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535485-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535486-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535485-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535486-Service%20File.jpg|
NNN000051|5c0900cb-d312-4dd5-ae10-13f8bbfecd83|http://special.library.unlv.edu/ark:/62930/d1ft8hc0b|"HWY 50 Moteldual flag mounted pylon sign, Carson City, Nevada: photographic print"|"<p>Exterior views of the HWY 50 Motel in Carson, City, NV during the day.</p></br>"|"NNN000051. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1ft8hc0b"|||http://special.library.unlv.edu/sites/default/files/2021-06/535487-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535488-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535489-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535488-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535489-Service%20File.jpg|
NNN000052|f86163b6-275c-40fb-acc7-1b4cf9051363|http://special.library.unlv.edu/ark:/62930/d12n52b26|"House of Spirits roof mounted sign, Carson City, Nevada: photographic print. "|"<p>Exterior view of the House of Spirits in Carson City, NV during the day.</p></br>"|"NNN000052. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d12n52b26"|||http://special.library.unlv.edu/sites/default/files/2021-06/535490-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535490-Service%20File.jpg|
