Timestamp|DigitalitemIDNNN|OriginalFilenamechil|TitleUniqueSignNameS|Descriptionnotediffe|CreatorPhotographero|Signdateofinstallati|SiteNameifknown|StreetAddressifappli|GeographicCoordinate|Signmanufacturerifkn|Signownerifknownnore|LitUnlit|TimeofDayifknown|SubjectFAST|PrintPublisherifappl|Rightshttpsrightssta|Formathttpswwwianaor|DCMIResourcetypehttp|DigitalProvenance|ProjectName|Citation|CollectionGuide|DigitalPublisher|Contributorifknownno|InteriorExteriorifkn|BLANK26|StaffNotes|Date|BLANK29|FullTitleCode|Fulltitle
"8/16/2020 16:02:02"|NNN000011|"EL-2-132 Midtown Motel 1950.tif; EL-2-133 Midtown Motel 1986.tif; EL-2-134 Midtown Motel 1986.tif"|"Mid-Town Motel pyon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Mid-Town Motel in Elko, NV. Images are from 1950 and 1986, including one view from a distance at night.</p>"|"Miller, Chelsea S. "|1950|"<p>Mid-Town Motel</p>"|"<p>294 Idaho St, Elko, NV 89801</p>"|"40.830811, -115.764668"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072726"|Exterior|||1986||"<p><p>Exterior view of The Mid-Town Motel in Elko, NV. Images are from 1950 and 1986, including one view from a distance at night.</p></p><p><p>Mid-Town Motel</p></p><p><p>294 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"|"<p>Exterior view of The Mid-Town Motel in Elko, NV. Images are from 1950 and 1986, including one view from a distance at night. </p><p><p>Mid-Town Motel</p></p><p><p>294 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"
"8/16/2020 16:11:12"|NNN000012|"EL-2-135 Star Lite Motel 1986.tif; EL-2-136 Star Lite motel 1986.tif"|"Star-Lite Motel pylon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Star-Lite Motel in Elko, NV during the night.</p>"|"Miller, Chelsea S. "|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072727"|Exterior|||1986||"<p><p>Exterior view of The Star-Lite Motel in Elko, NV during the night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of The Star-Lite Motel in Elko, NV during the night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"8/16/2020 16:14:59"|NNN000013|"EL-2-137 Elko Motel 1986.tif; EL-2-138 Elko Motel 1986.tif"|"Elko Motel pylon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Elko Motel in Elko, NV at night.</p>"|"Miller, Chelsea S. "|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072728"|Exterior|||1986||"<p><p>Exterior view of The Elko Motel in Elko, NV at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of The Elko Motel in Elko, NV at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"8/16/2020 16:26:16"|NNN000014|"EL-2-139 Manor Motor Lodge 1986.tif"|"Manor Motor Lodge pylon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Manor Motor Lodge in Elko, NV during the day.</p>"|"Miller, Chelsea S. "|XXXX|"<p>Manor Motor Lodge</p>"|"<p>185 Idaho St, Elko, NV 89801</p>"|"40.830525, -115.766205"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072729"|Exterior|||1986||"<p><p>Exterior view of The Manor Motor Lodge in Elko, NV during the day.</p></p><p><p>Manor Motor Lodge</p></p><p><p>185 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"|"<p>Exterior view of The Manor Motor Lodge in Elko, NV. </p><p><p>Manor Motor Lodge</p></p><p><p>185 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"
"8/18/2020 19:41:26"|NNN000015|"EL-2-140 Holiday Motel 1986.tif"|"Holiday Motel pylon and marquee sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Holiday Motel in Elko, NV at night with lit neon.</p>"|"Miller, Chelsea S. "|XXXX|"<p>Holiday Motel</p>"|"<p>1276 Idaho St, Elko, NV 89801</p>"|"40.838660, -115.755979"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072730"|Exterior|||1986||"<p><p>Exterior view of The Holiday Motel in Elko, NV at night with lit neon.</p></p><p><p>Holiday Motel</p></p><p><p>1276 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of The Holiday Motel in Elko, NV</p><p><p>Holiday Motel</p></p><p><p>1276 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"8/18/2020 19:54:09"|NNN000016|"EL-3-001 Ranchinn Lodge 1947.tif; EL-3-002 Ranchinn Lodge 1940's.tif; EL-3-003 Ranchinn Lodge 1940's.tif; EL-3-004 Ranchinn Lodge 1950's.tif; EL-3-005 Ranch inn Lodge 1986.tif"|"Ranch Inn Motor Lodge pyon and marquee sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Ranch Inn Motel-Casino in Elko, NV. Photos from 1940's, 1947, 1950's, and 1986. Photos include night and day shots.</p>"|"Unknown, Miller, Chelsea S."|1946||||||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/CNE/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072731"|Exterior||"It used to be a root beer stand!"|1986||"<p><p>Exterior view of The Ranch Inn Motel-Casino in Elko, NV. Photos from 1940's, 1947, 1950's, and 1986. Photos include night and day shots.</p></p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"|"<p>Exterior view of The Ranch Inn Motel-Casino in Elko, NV. Photos from 1940's, 1947, 1950's, and 1986. Photos include night and day shots. </p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"
"8/18/2020 19:57:25"|NNN000017|"EL-3-006 Wagner's Drive Inn 1943.tif"|"Wagner's Drive Inn roof mounted sign, Elko, Nevada: photographic print"|"<p>Exterior view of Wagner's Drive Inn in Elko, NV during the day.</p>"|"Miller, Chelsea S. "|1943||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072732"|Exterior|||1986||"<p><p>Exterior view of Wagner's Drive Inn in Elko, NV during the day.</p></p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"|"<p>Exterior view of Wagner's Drive Inn in Elko, NV.</p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"
"8/18/2020 20:03:51"|NNN000018|"EL-3-007 Shorty's Club 1986.tif; EL-3-008 Shorty's Club 1986.tif; EL-3-009Shorty's Club 1986.tif"|"Shorty's Club flag mount wall sign, Elko, Nevada: photographic print"|"<p>Exterior view of Shorty's Club in Elko, NV shown during the day and at night in 1986.</p>"|"Miller, Chelsea S. "|1978|||||"<p>John Margolies 2015</p>"|"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072733"|Exterior||https://www.loc.gov/item/2017709738/|1986||"<p><p>Exterior view of Shorty's Club in Elko, NV shown during the day and at night in 1986.</p></p><p></p><p></p><p></p><p><p>John Margolies 2015</p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"|"<p>Exterior view of Shorty's Club in Elko, NV shown during the day and at night in 1986. </p><p></p><p></p><p></p><p><p>John Margolies 2015</p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"
"8/18/2020 20:08:02"|NNN000019|"EL-3-010 Palm Saloon 1986.tif; EL-3-011 Palm Saloon 1986.tif"|"Palm Saloon banner sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Palm Saloon in Elko, NV during the day.</p>"|"Miller, Chelsea S. "|XXXX||"<p>407 Railroad Street, Elko, NV 89801</p>"||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072734"|Exterior|||1986||"<p><p>Exterior view of The Palm Saloon in Elko, NV during the day.</p></p><p></p><p><p>407 Railroad Street, Elko, NV 89801</p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"|"<p>Exterior view of The Palm Saloon in Elko, NV.</p><p></p><p><p>407 Railroad Street, Elko, NV 89801</p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"
"8/19/2020 19:41:25"|NNN000020|"EL-3-012 Commercial Hotel 1986.tif; EL-3-013 Commercial Hotel 1986.tif; EL-3-014 Commercial Hotel 1986.tif"|"The Commercial Hotel roof mounted, fascia, and lettering signs, Elko, Nevada: photographic print"|"<p>Exterior view of The Commercial Casino in Elko, NV, as it is called today, was originally known as the Humboldt Lodging House it was built in 1869. When gambling became legalized, it was renamed. Views are during the day and at night.</p>"|"Miller, Chelsea S. "|1941|"<p>The Commercial</p>"|"<p>345 4th St, Elko, NV 89801</p>"|"40.831513, -115.763939"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072735"|Exterior|||1986||"<p><p>Exterior view of The Commercial Casino in Elko, NV, as it is called today, was originally known as the Humboldt Lodging House it was built in 1869. When gambling became legalized, it was renamed. Views are during the day and at night.</p></p><p><p>The Commercial</p></p><p><p>345 4th St, Elko, NV 89801</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"|"<p>Exterior view of The Commercial Casino in Elko, NV, as it is called today, was originally known as the Humboldt Lodging House it was built in 1869. When gambling became legalized, it was renamed. </p><p><p>The Commercial</p></p><p><p>345 4th St, Elko, NV 89801</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"
"8/19/2020 19:46:06"|NNN000021|"EL-3-015 Red Lion Casino 1986.tif; EL-3-016 Red Liom Casino 1986.tif; EL-3-017 Red Lion 1986.tif"|"Red Lion Casino lettering and logo sign, Elko, Nevada: photographic print"|"<p>Exterior view of Red Lion Hotel & Casino in Elko, NV at night with lit noen.</p>"|"Miller, Chelsea S. "|XXXX|"<p>The Red Lion Hotel & Casino</p>"|"<p>2065 Idaho St, Elko, NV 89801</p>"|"40.850403, -115.747020"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072736"|Exterior|||1986||"<p><p>Exterior view of Red Lion Hotel & Casino in Elko, NV at night with lit noen.</p></p><p><p>The Red Lion Hotel & Casino</p></p><p><p>2065 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of Red Lion Hotel & Casino in Elko, NV. </p><p><p>The Red Lion Hotel & Casino</p></p><p><p>2065 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"8/19/2020 19:50:26"|NNN000022|"EL-3-018 Mona Lisa 1975.tif"|"Mona Lisa pylon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Mona Lisa Brothel in Elko, NV during the day. </p>"|"Miller, Chelsea S. "|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Brothels -- http://id.worldcat.org/fast/1765181, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072737"|Exterior|||1986||"<p><p>Exterior view of The Mona Lisa Brothel in Elko, NV during the day. </p></p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"|"<p>Exterior view of The Mona Lisa Brothel in Elko, NV. </p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"
"8/19/2020 19:56:00"|NNN000023|"EL-3-019 El Neva Motel 1986.tif; EL-3-020 El Neva Motel 1986.tif"|"El Neva Motel flag mounted pylon and marquee sign, Elko, Nevada: photographic print"|"<p>Exterior view of The El Neva Motel in ELko, NV during the day and at night.</p>"|"Miller, Chelsea S. "|XXXX||||||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072738"|Exterior|||1986||"<p><p>Exterior view of The El Neva Motel in ELko, NV during the day and at night.</p></p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"|"<p>Exterior view of The El Neva Motel in ELko, NV during the day and at night. </p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"
"8/19/2020 19:57:58"|NNN000024|"EL-3-021 Travels Motel 1986.tif"|"Travler's Motel lettering and marquee sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Traveler's Motel in Elko, NV at night.</p>"|"Miller, Chelsea S. "|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072739"|Exterior|||1986||"<p><p>Exterior view of The Traveler's Motel in Elko, NV at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of The Traveler's Motel in Elko, NV at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"9/2/2020 17:59:10"|NNN000025|"EL-3-022 Golden Rule Stores 1986.tif"|"Golden Rule Stores banner sign, Elko, Nevada: photograph"|"<p>Exterior view of the Golden Rule Stores in Elko, NV during the day.</p>"|"Miller, Chelsea S. "|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072740"|Exterior|||1986||"<p><p>Exterior view of the Golden Rule Stores in Elko, NV during the day.</p></p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"|"<p>Exterior view of the Golden Rule Stores in Elko, NV during the day</p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"
"9/2/2020 18:01:48"|NNN000026|"EL-3-023 Davin's Bar Lounge 1986.tif"|"Davin's Bar Lounge flag mount and marquee signs, Elko, Nevada: photographic print"|"<p>Exterior view of Davin's Bar Lounge in Elko, NV during the day.</p>"|"Miller, Chelsea S. "|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072741"|Exterior|||1986||"<p><p>Exterior view of Davin's Bar Lounge in Elko, NV during the day.</p></p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"|"<p>Exterior view of Davin's Bar Lounge in Elko, NV during the day</p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"
"9/2/2020 18:03:11"|NNN000027|"EL-3-024 Elko Drugs 1980's.tif"|"Elko Drugs flag mounted lettering sign, Elko, Nevada: photographic print"|"<p>Exterior view of Elko Dugs in Elko, NV at night.</p>"|"Miller, Chelsea S. "|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072742"|Exterior|||1986||"<p><p>Exterior view of Elko Dugs in Elko, NV at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of Elko Dugs in Elko, NV at night</p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"9/2/2020 18:05:19"|NNN000028|"EL-3-025 Holiday Inn 1986.tif"|"Holiday Inn monument and marquee sign, Elko, Nevada: photographic print"|"<p>Exterior view of the Holiday Inn in Elko, NV at night.</p>"|"Miller, Chelsea S. "|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072743"|Exterior|||1986||"<p><p>Exterior view of the Holiday Inn in Elko, NV at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of the Holiday Inn in Elko, NV at night</p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"9/2/2020 18:11:42"|NNN000029|"EL-3-037 Club 50 Cafe McGill 1986.tif"|"Club 50 Cafe flag mounted sign, McGill, Nevada: photographic print"|"<p>The Club 50 Cafe in McGill, NV during the day.</p>"|"Miller, Chelsea S. "|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072744"|Exterior|||1986||"<p><p>The Club 50 Cafe in McGill, NV during the day.</p></p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"|"<p>The Club 50 Cafe in McGill, NV during the day. </p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"
"9/2/2020 18:16:10"|NNN000030|"EL-3-038 Ely NV Hotel sign may be neon 1920's.tif; EL-3-038 Ely NV Hotel sign may be neon 1920's.tif; EL-3-040 Main Street Ely 1930's.tif"|"Main Street, Ely, Nevada: photographic print"|"<p>Veiw of Maintreet in Ely during the 1920's. Images are during the day with unlit noen and at night with lit neon.</p>"|Unknown|1920~/1929~|"<p>Main Street</p>"|||||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Hotels -- http://id.worldcat.org/fast/961767, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://rightsstatements.org/page/CNE/1.0/?language=en|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072745"|Exterior|||1920~/1929~||"<p><p>Veiw of Maintreet in Ely during the 1920's. Images are during the day with unlit noen and at night with lit neon.</p></p><p><p>Main Street</p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"|"<p>Veiw of Maintreet in Ely during the 1920's. </p><p><p>Main Street</p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"
"9/2/2020 18:33:55"|NNN000031|"EL-3-041 Nevada Club 1986.tif; EL-3-042 Nevada Club 1986.tif; EL-3-043 Nevada Club 1986.tif"|"Nevada Club flag mount, marquee and lettering signs, Ely, Nevada: photographic print"|"<p>Exterior views of the Nevada Club in Ely, NV. Photographs are during the day and at night.</p>"|"Miller, Chelsea S. "|XXXX||||||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072746"|Exterior|||1986||"<p><p>Exterior views of the Nevada Club in Ely, NV. Photographs are during the day and at night.</p></p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"|"<p>Exterior views of the Nevada Club in Ely, NV. Photographs are during the day and at night. </p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"
